FID,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
386,53,053,070312,1400000US53053070312,53053070312,703.12,CT,8306712,15974
387,53,053,070315,1400000US53053070315,53053070315,703.15,CT,9786712,74461
388,53,053,070703,1400000US53053070703,53053070703,707.03,CT,5745938,103929
389,53,053,071210,1400000US53053071210,53053071210,712.10,CT,8632041,50462
390,53,011,041327,1400000US53011041327,53011041327,413.27,CT,7385716,0
391,53,011,041500,1400000US53011041500,53011041500,415,CT,3600213,1196964
392,53,011,042000,1400000US53011042000,53011042000,420,CT,698150,0
393,53,011,042800,1400000US53011042800,53011042800,428,CT,2455101,0
394,53,011,043100,1400000US53011043100,53011043100,431,CT,3010904,368254
395,53,015,000300,1400000US53015000300,53015000300,3,CT,23944101,12120157
396,53,015,000900,1400000US53015000900,53015000900,9,CT,13613835,334597
397,53,015,001200,1400000US53015001200,53015001200,12,CT,20065479,0
398,53,053,071306,1400000US53053071306,53053071306,713.06,CT,12236868,0
399,53,053,071407,1400000US53053071407,53053071407,714.07,CT,8440952,0
400,53,053,071409,1400000US53053071409,53053071409,714.09,CT,2125874,0
401,53,053,071410,1400000US53053071410,53053071410,714.10,CT,5863768,0
402,53,053,071505,1400000US53053071505,53053071505,715.05,CT,4496258,0
403,53,053,071506,1400000US53053071506,53053071506,715.06,CT,3932087,0
404,53,053,071601,1400000US53053071601,53053071601,716.01,CT,4032412,0
405,53,053,071704,1400000US53053071704,53053071704,717.04,CT,1352620,0
406,53,053,071706,1400000US53053071706,53053071706,717.06,CT,1622806,0
407,53,053,071901,1400000US53053071901,53053071901,719.01,CT,4157485,17400
408,53,053,072000,1400000US53053072000,53053072000,720,CT,2686177,473449
409,53,015,002100,1400000US53015002100,53015002100,21,CT,3494479,463536
410,53,017,950500,1400000US53017950500,53017950500,9505,CT,2349224,390932
411,53,021,020100,1400000US53021020100,53021020100,201,CT,38546577,4015748
412,53,025,010902,1400000US53025010902,53025010902,109.02,CT,17189096,5202680
413,53,025,011100,1400000US53025011100,53025011100,111,CT,8412458,5524142
414,53,029,970300,1400000US53029970300,53029970300,9703,CT,46851429,14570478
415,53,029,970700,1400000US53029970700,53029970700,9707,CT,2073185,435460
416,53,029,971000,1400000US53029971000,53029971000,9710,CT,34963145,14436632
417,53,053,072107,1400000US53053072107,53053072107,721.07,CT,4886681,160237
418,53,053,072109,1400000US53053072109,53053072109,721.09,CT,4073290,10540232
419,53,053,072313,1400000US53053072313,53053072313,723.13,CT,2558623,0
420,53,053,072407,1400000US53053072407,53053072407,724.07,CT,5520661,4000033
421,53,053,072504,1400000US53053072504,53053072504,725.04,CT,15040568,7595182
422,53,053,072506,1400000US53053072506,53053072506,725.06,CT,15310849,12251320
423,53,053,072800,1400000US53053072800,53053072800,728,CT,17788650,5712939
424,53,053,073110,1400000US53053073110,53053073110,731.10,CT,5662560,138804
425,53,053,073121,1400000US53053073121,53053073121,731.21,CT,2848713,0
426,53,029,971600,1400000US53029971600,53029971600,9716,CT,20786518,4484250
427,53,029,972100,1400000US53029972100,53029972100,9721,CT,31815960,18130756
428,53,031,950602,1400000US53031950602,53031950602,9506.02,CT,11224389,13264349
429,53,033,000600,1400000US53033000600,53033000600,6,CT,3783735,54223
430,53,033,001300,1400000US53033001300,53033001300,13,CT,1183904,0
431,53,033,001600,1400000US53033001600,53033001600,16,CT,2041026,457717
432,53,033,002000,1400000US53033002000,53033002000,20,CT,1103323,28680
433,53,033,003100,1400000US53033003100,53033003100,31,CT,2232860,465516
434,53,033,003300,1400000US53033003300,53033003300,33,CT,1296369,0
435,53,033,003400,1400000US53033003400,53033003400,34,CT,787147,0
436,53,033,003600,1400000US53033003600,53033003600,36,CT,1196466,0
437,53,053,073123,1400000US53053073123,53053073123,731.23,CT,9568236,97539
438,53,053,073301,1400000US53053073301,53053073301,733.01,CT,14548048,269371
439,53,053,073405,1400000US53053073405,53053073405,734.05,CT,2970132,1797
440,53,053,940005,1400000US53053940005,53053940005,9400.05,CT,4263476,0
441,53,053,940008,1400000US53053940008,53053940008,9400.08,CT,3054043,0
442,53,053,940010,1400000US53053940010,53053940010,9400.10,CT,8891473,277255
443,53,057,940500,1400000US53057940500,53057940500,9405,CT,1430130,0
444,53,033,004000,1400000US53033004000,53033004000,40,CT,2606984,3881765
445,53,033,004100,1400000US53033004100,53033004100,41,CT,3260947,5661307
446,53,033,004302,1400000US53033004302,53033004302,43.02,CT,330715,0
447,53,033,004500,1400000US53033004500,53033004500,45,CT,670999,0
448,53,033,004800,1400000US53033004800,53033004800,48,CT,1318564,41555
449,53,033,005000,1400000US53033005000,53033005000,50,CT,757379,0
450,53,033,005302,1400000US53033005302,53033005302,53.02,CT,2507219,749224
451,53,033,005700,1400000US53033005700,53033005700,57,CT,5109618,2295838
452,53,033,006600,1400000US53033006600,53033006600,66,CT,1099864,838446
453,53,033,007100,1400000US53033007100,53033007100,71,CT,862094,0
454,53,033,007800,1400000US53033007800,53033007800,78,CT,2114586,3212025
455,53,033,008001,1400000US53033008001,53033008001,80.01,CT,493762,546001
456,53,057,951300,1400000US53057951300,53057951300,9513,CT,61386470,3761686
457,53,057,951600,1400000US53057951600,53057951600,9516,CT,33611544,506224
458,53,057,952302,1400000US53057952302,53057952302,9523.02,CT,13698402,994352
459,53,061,040400,1400000US53061040400,53061040400,404,CT,1703150,725332
460,53,061,041000,1400000US53061041000,53061041000,410,CT,3072037,0
461,53,061,041500,1400000US53061041500,53061041500,415,CT,5425482,239568
462,53,033,008400,1400000US53033008400,53033008400,84,CT,382616,0
463,53,033,009200,1400000US53033009200,53033009200,92,CT,330170,154864
464,53,033,009400,1400000US53033009400,53033009400,94,CT,1723073,0
465,53,033,009800,1400000US53033009800,53033009800,98,CT,1930637,0
466,53,033,010200,1400000US53033010200,53033010200,102,CT,2783287,1396979
467,53,033,010600,1400000US53033010600,53033010600,106,CT,2594296,817132
468,53,033,010800,1400000US53033010800,53033010800,108,CT,4093698,330620
469,53,033,011300,1400000US53033011300,53033011300,113,CT,3157573,42220
470,53,033,011700,1400000US53033011700,53033011700,117,CT,3506716,0
471,53,033,020401,1400000US53033020401,53033020401,204.01,CT,2314353,0
472,53,033,020800,1400000US53033020800,53033020800,208,CT,3160177,644499
473,53,061,041608,1400000US53061041608,53061041608,416.08,CT,3769233,0
474,53,061,041806,1400000US53061041806,53061041806,418.06,CT,2844372,0
475,53,061,041812,1400000US53061041812,53061041812,418.12,CT,1869425,0
476,53,061,041903,1400000US53061041903,53061041903,419.03,CT,3410938,0
477,53,061,050101,1400000US53061050101,53061050101,501.01,CT,2562203,200462
478,53,061,050200,1400000US53061050200,53061050200,502,CT,4533341,1271104
479,53,061,050500,1400000US53061050500,53061050500,505,CT,3398342,620460
480,53,061,050600,1400000US53061050600,53061050600,506,CT,3194806,1012328
481,53,061,050900,1400000US53061050900,53061050900,509,CT,1495330,131551
482,53,061,051000,1400000US53061051000,53061051000,510,CT,3342840,275673
483,53,061,051200,1400000US53061051200,53061051200,512,CT,2100184,0
484,53,033,021400,1400000US53033021400,53033021400,214,CT,3154039,242662
485,53,033,021803,1400000US53033021803,53033021803,218.03,CT,3279573,0
486,53,033,021903,1400000US53033021903,53033021903,219.03,CT,3131309,10680
487,53,033,022101,1400000US53033022101,53033022101,221.01,CT,3620838,1623502
488,53,033,022201,1400000US53033022201,53033022201,222.01,CT,2290377,0
489,53,033,022300,1400000US53033022300,53033022300,223,CT,5091847,3835973
490,53,033,022605,1400000US53033022605,53033022605,226.05,CT,4727291,0
491,53,033,023000,1400000US53033023000,53033023000,230,CT,3328145,2521466
492,53,033,023401,1400000US53033023401,53033023401,234.01,CT,3741221,0
493,53,033,023500,1400000US53033023500,53033023500,235,CT,2273133,0
494,53,061,051500,1400000US53061051500,53061051500,515,CT,3285566,0
495,53,061,051601,1400000US53061051601,53061051601,516.01,CT,2446727,0
496,53,061,051702,1400000US53061051702,53061051702,517.02,CT,2167086,0
497,53,061,051802,1400000US53061051802,53061051802,518.02,CT,5005395,0
498,53,061,051905,1400000US53061051905,53061051905,519.05,CT,5282313,0
499,53,061,051912,1400000US53061051912,53061051912,519.12,CT,13451197,188595
500,53,061,051913,1400000US53061051913,53061051913,519.13,CT,3961001,0
501,53,061,051925,1400000US53061051925,53061051925,519.25,CT,8038613,0
502,53,061,051928,1400000US53061051928,53061051928,519.28,CT,2302032,0
503,53,061,052004,1400000US53061052004,53061052004,520.04,CT,3315369,10540
504,53,033,024100,1400000US53033024100,53033024100,241,CT,4493623,1609018
505,53,033,024300,1400000US53033024300,53033024300,243,CT,4071789,9463812
506,53,033,024701,1400000US53033024701,53033024701,247.01,CT,2739264,0
507,53,033,024903,1400000US53033024903,53033024903,249.03,CT,4963600,0
508,53,033,025005,1400000US53033025005,53033025005,250.05,CT,7684826,0
509,53,033,025601,1400000US53033025601,53033025601,256.01,CT,2894103,0
510,53,033,025602,1400000US53033025602,53033025602,256.02,CT,5204942,0
511,53,033,025702,1400000US53033025702,53033025702,257.02,CT,2860500,0
512,53,033,025804,1400000US53033025804,53033025804,258.04,CT,2358345,0
513,53,033,026002,1400000US53033026002,53033026002,260.02,CT,2767312,1607
514,53,061,052105,1400000US53061052105,53061052105,521.05,CT,51596793,3007421
515,53,061,052112,1400000US53061052112,53061052112,521.12,CT,14764512,0
516,53,061,052209,1400000US53061052209,53061052209,522.09,CT,8488220,156304
517,53,061,052302,1400000US53061052302,53061052302,523.02,CT,34210957,0
518,53,061,052502,1400000US53061052502,53061052502,525.02,CT,14112864,316594
519,53,061,052706,1400000US53061052706,53061052706,527.06,CT,4984608,0
520,53,061,052806,1400000US53061052806,53061052806,528.06,CT,3167841,0
521,53,061,052905,1400000US53061052905,53061052905,529.05,CT,2046974,0
522,53,033,026100,1400000US53033026100,53033026100,261,CT,4302990,9859
523,53,033,026200,1400000US53033026200,53033026200,262,CT,15261725,507783
524,53,033,026600,1400000US53033026600,53033026600,266,CT,1160397,0
525,53,033,026700,1400000US53033026700,53033026700,267,CT,3084838,419292
526,53,033,026802,1400000US53033026802,53033026802,268.02,CT,2035728,18135
527,53,033,027400,1400000US53033027400,53033027400,274,CT,3325460,0
528,53,033,027800,1400000US53033027800,53033027800,278,CT,2583028,1102722
529,53,033,028000,1400000US53033028000,53033028000,280,CT,1950998,0
530,53,033,028300,1400000US53033028300,53033028300,283,CT,8205483,153403
531,53,033,029001,1400000US53033029001,53033029001,290.01,CT,2636290,952681
532,53,061,053101,1400000US53061053101,53061053101,531.01,CT,27408323,0
533,53,061,053802,1400000US53061053802,53061053802,538.02,CT,22507195,14961
534,53,063,000200,1400000US53063000200,53063000200,2,CT,1881297,0
535,53,063,000900,1400000US53063000900,53063000900,9,CT,4291691,0
536,53,063,001400,1400000US53063001400,53063001400,14,CT,2617449,0
537,53,063,002400,1400000US53063002400,53063002400,24,CT,2092898,72733
538,53,063,002600,1400000US53063002600,53063002600,26,CT,1996579,82749
539,53,063,003100,1400000US53063003100,53063003100,31,CT,2265051,0
540,53,063,004400,1400000US53063004400,53063004400,44,CT,2038233,0
541,53,063,004800,1400000US53063004800,53063004800,48,CT,2690952,0
542,53,033,029004,1400000US53033029004,53033029004,290.04,CT,1827471,0
543,53,033,029203,1400000US53033029203,53033029203,292.03,CT,2009022,0
544,53,033,029405,1400000US53033029405,53033029405,294.05,CT,2492141,0
545,53,033,029503,1400000US53033029503,53033029503,295.03,CT,2361402,545
546,53,033,029601,1400000US53033029601,53033029601,296.01,CT,3951034,70157
547,53,033,029801,1400000US53033029801,53033029801,298.01,CT,7898840,164309
548,53,033,030202,1400000US53033030202,53033030202,302.02,CT,3266213,0
549,53,033,030305,1400000US53033030305,53033030305,303.05,CT,3783118,1035821
550,53,033,030503,1400000US53033030503,53033030503,305.03,CT,3244235,69267
551,53,033,030902,1400000US53033030902,53033030902,309.02,CT,3895409,46990
552,53,033,031206,1400000US53033031206,53033031206,312.06,CT,3661771,60515
553,53,063,010304,1400000US53063010304,53063010304,103.04,CT,185943116,2809277
554,53,063,010503,1400000US53063010503,53063010503,105.03,CT,74140386,376277
555,53,063,011201,1400000US53063011201,53063011201,112.01,CT,15014578,0
556,53,063,011300,1400000US53063011300,53063011300,113,CT,18618721,325514
557,53,063,012000,1400000US53063012000,53063012000,120,CT,3171449,0
558,53,063,012200,1400000US53063012200,53063012200,122,CT,10273297,218989
559,53,033,031703,1400000US53033031703,53033031703,317.03,CT,7140465,642672
560,53,033,031903,1400000US53033031903,53033031903,319.03,CT,11736803,0
561,53,033,031906,1400000US53033031906,53033031906,319.06,CT,10810184,532182
562,53,033,032103,1400000US53033032103,53033032103,321.03,CT,4054489,0
563,53,033,032203,1400000US53033032203,53033032203,322.03,CT,10073200,3774879
564,53,033,032309,1400000US53033032309,53033032309,323.09,CT,6164093,0
565,53,033,032315,1400000US53033032315,53033032315,323.15,CT,44497086,1355615
566,53,063,012402,1400000US53063012402,53063012402,124.02,CT,31514470,0
567,53,063,012901,1400000US53063012901,53063012901,129.01,CT,2764373,0
568,53,063,012902,1400000US53063012902,53063012902,129.02,CT,5261971,0
569,53,063,013201,1400000US53063013201,53063013201,132.01,CT,27283279,450492
570,53,063,013202,1400000US53063013202,53063013202,132.02,CT,57353455,3019813
571,53,063,013700,1400000US53063013700,53063013700,137,CT,70942677,559436
572,53,063,014001,1400000US53063014001,53063014001,140.01,CT,2800029,0
573,53,033,032320,1400000US53033032320,53033032320,323.20,CT,9554712,40422
574,53,033,032322,1400000US53033032322,53033032322,323.22,CT,4625049,0
575,53,033,032401,1400000US53033032401,53033032401,324.01,CT,55950352,1058799
576,53,033,032704,1400000US53033032704,53033032704,327.04,CT,17160652,447358
577,53,035,081400,1400000US53035081400,53035081400,814,CT,1692190,1744971
578,53,035,090201,1400000US53035090201,53035090201,902.01,CT,16537058,1938781
579,53,063,014002,1400000US53063014002,53063014002,140.02,CT,26177411,0
580,53,063,014400,1400000US53063014400,53063014400,144,CT,6324071,25434
581,53,063,014500,1400000US53063014500,53063014500,145,CT,7876145,135920
582,53,065,950300,1400000US53065950300,53065950300,9503,CT,4799393,0
583,53,067,010200,1400000US53067010200,53067010200,102,CT,5796266,900370
584,53,067,010800,1400000US53067010800,53067010800,108,CT,16568325,188456
585,53,067,011200,1400000US53067011200,53067011200,112,CT,6775252,50357
586,53,067,011420,1400000US53067011420,53067011420,114.20,CT,5632099,691557
587,53,003,960300,1400000US53003960300,53003960300,9603,CT,3967330,671355
588,53,035,090202,1400000US53035090202,53035090202,902.02,CT,52205103,6279604
589,53,035,090300,1400000US53035090300,53035090300,903,CT,28765394,2962517
590,53,035,090501,1400000US53035090501,53035090501,905.01,CT,5791504,2360783
591,53,035,090502,1400000US53035090502,53035090502,905.02,CT,7035967,0
592,53,035,090800,1400000US53035090800,53035090800,908,CT,18696084,8958856
593,53,035,091000,1400000US53035091000,53035091000,910,CT,28616365,11941728
594,53,067,011710,1400000US53067011710,53067011710,117.10,CT,9053405,484780
595,53,067,011821,1400000US53067011821,53067011821,118.21,CT,33576695,795713
596,53,067,011900,1400000US53067011900,53067011900,119,CT,135812608,24609912
597,53,067,012320,1400000US53067012320,53067012320,123.20,CT,29846992,217934
598,53,067,012411,1400000US53067012411,53067012411,124.11,CT,24751036,185434
599,53,003,960600,1400000US53003960600,53003960600,9606,CT,4899861,100725
600,53,005,010201,1400000US53005010201,53005010201,102.01,CT,43521030,1114736
601,53,005,010705,1400000US53005010705,53005010705,107.05,CT,7378310,80872
602,53,005,010708,1400000US53005010708,53005010708,107.08,CT,8531482,109361
603,53,005,010807,1400000US53005010807,53005010807,108.07,CT,97486849,0
604,53,005,010814,1400000US53005010814,53005010814,108.14,CT,94921251,0
605,53,035,091100,1400000US53035091100,53035091100,911,CT,19887139,9836393
606,53,035,091301,1400000US53035091301,53035091301,913.01,CT,35022556,4542751
607,53,035,091302,1400000US53035091302,53035091302,913.02,CT,34238843,3261225
608,53,035,091400,1400000US53035091400,53035091400,914,CT,8211680,4788414
609,53,035,092100,1400000US53035092100,53035092100,921,CT,69583634,2432602
610,53,071,920500,1400000US53071920500,53071920500,9205,CT,3792746,0
611,53,071,920701,1400000US53071920701,53071920701,9207.01,CT,1853529,0
612,53,073,000100,1400000US53073000100,53073000100,1,CT,86768368,362482
613,53,073,000803,1400000US53073000803,53073000803,8.03,CT,4589024,13979
614,53,073,000805,1400000US53073000805,53073000805,8.05,CT,26710995,1158596
615,53,073,000902,1400000US53073000902,53073000902,9.02,CT,16470296,584593
616,53,073,010401,1400000US53073010401,53073010401,104.01,CT,79708697,4927739
617,53,005,011300,1400000US53005011300,53005011300,113,CT,5251947,1744422
618,53,005,011504,1400000US53005011504,53005011504,115.04,CT,13258240,0
619,53,007,961301,1400000US53007961301,53007961301,9613.01,CT,16711688,0
620,53,009,000800,1400000US53009000800,53009000800,8,CT,3147268,0
621,53,009,001300,1400000US53009001300,53009001300,13,CT,9990732,0
622,53,009,001600,1400000US53009001600,53009001600,16,CT,21591301,0
623,53,035,092600,1400000US53035092600,53035092600,926,CT,12013861,4572912
624,53,035,940000,1400000US53035940000,53035940000,9400,CT,13632777,3265520
625,53,041,970400,1400000US53041970400,53041970400,9704,CT,35802087,222146
626,53,041,970700,1400000US53041970700,53041970700,9707,CT,12839983,0
627,53,041,971400,1400000US53041971400,53041971400,9714,CT,54789963,389216
628,53,049,950300,1400000US53049950300,53049950300,9503,CT,376756260,147505789
629,53,073,010404,1400000US53073010404,53073010404,104.04,CT,59630878,125875005
630,53,075,000200,1400000US53075000200,53075000200,2,CT,109088788,0
631,53,077,000902,1400000US53077000902,53077000902,9.02,CT,4932094,0
632,53,077,001501,1400000US53077001501,53077001501,15.01,CT,2999145,0
633,53,077,001602,1400000US53077001602,53077001602,16.02,CT,20522712,1428180
634,53,077,940006,1400000US53077940006,53077940006,9400.06,CT,4504122,0
635,53,011,040102,1400000US53011040102,53011040102,401.02,CT,53791716,59538
636,53,011,040411,1400000US53011040411,53011040411,404.11,CT,2049295,0
637,53,011,040416,1400000US53011040416,53011040416,404.16,CT,20044048,102869
638,53,011,040605,1400000US53011040605,53011040605,406.05,CT,21086961,646852
639,53,011,040709,1400000US53011040709,53011040709,407.09,CT,11630288,0
640,53,011,040712,1400000US53011040712,53011040712,407.12,CT,2905252,0
641,53,011,040904,1400000US53011040904,53011040904,409.04,CT,4220981,0
642,53,011,040908,1400000US53011040908,53011040908,409.08,CT,4384810,0
643,53,049,950500,1400000US53049950500,53049950500,9505,CT,62993608,22351747
644,53,049,950700,1400000US53049950700,53049950700,9507,CT,26560363,25413928
645,53,053,060200,1400000US53053060200,53053060200,602,CT,15719850,9192046
646,53,053,060903,1400000US53053060903,53053060903,609.03,CT,2313030,1442717
647,53,053,061002,1400000US53053061002,53053061002,610.02,CT,3010248,8198
648,53,053,062400,1400000US53053062400,53053062400,624,CT,2266569,0
649,53,053,062600,1400000US53053062600,53053062600,626,CT,6947156,6314
650,53,053,062900,1400000US53053062900,53053062900,629,CT,2981954,0
651,53,039,950200,1400000US53039950200,53039950200,9502,CT,906393329,23249528
652,53,067,012710,1400000US53067012710,53067012710,127.10,CT,41526030,96049
653,53,011,040413,1400000US53011040413,53011040413,404.13,CT,6561749,0
654,53,031,950202,1400000US53031950202,53031950202,9502.02,CT,251457453,80657364
655,53,033,032702,1400000US53033032702,53033032702,327.02,CT,510946336,12514205
656,53,033,023100,1400000US53033023100,53033023100,231,CT,2534696,2662374
657,53,033,023403,1400000US53033023403,53033023403,234.03,CT,3331312,1949777
658,53,033,023404,1400000US53033023404,53033023404,234.04,CT,1821104,1861785
659,53,033,023700,1400000US53033023700,53033023700,237,CT,7530670,18268
660,53,033,024000,1400000US53033024000,53033024000,240,CT,4681565,241905
661,53,033,024200,1400000US53033024200,53033024200,242,CT,3734833,11099650
662,53,033,024500,1400000US53033024500,53033024500,245,CT,3785626,2227319
663,53,033,024602,1400000US53033024602,53033024602,246.02,CT,2871795,2565855
664,53,033,024702,1400000US53033024702,53033024702,247.02,CT,6416286,780823
665,53,033,025003,1400000US53033025003,53033025003,250.03,CT,6352430,0
666,53,033,025006,1400000US53033025006,53033025006,250.06,CT,22399482,0
667,53,033,025102,1400000US53033025102,53033025102,251.02,CT,6232159,0
668,53,033,025200,1400000US53033025200,53033025200,252,CT,4545405,0
669,53,029,971100,1400000US53029971100,53029971100,9711,CT,45358282,18977880
670,53,029,971500,1400000US53029971500,53029971500,9715,CT,27630724,12859655
671,53,029,971700,1400000US53029971700,53029971700,9717,CT,25456587,20816286
672,53,029,971900,1400000US53029971900,53029971900,9719,CT,51548103,13919853
673,53,029,972000,1400000US53029972000,53029972000,9720,CT,47744319,13193535
674,53,031,950300,1400000US53031950300,53031950300,9503,CT,208134526,79742421
675,53,033,000100,1400000US53033000100,53033000100,1,CT,1910585,1486352
676,53,033,000300,1400000US53033000300,53033000300,3,CT,1211017,0
677,53,033,001701,1400000US53033001701,53033001701,17.01,CT,892771,0
678,53,033,007300,1400000US53033007300,53033007300,73,CT,926050,0
679,53,033,000700,1400000US53033000700,53033000700,7,CT,1294675,0
680,53,033,000900,1400000US53033000900,53033000900,9,CT,1008370,2518828
681,53,033,001000,1400000US53033001000,53033001000,10,CT,954457,0
682,53,033,001400,1400000US53033001400,53033001400,14,CT,2137295,211433
683,53,033,001800,1400000US53033001800,53033001800,18,CT,943059,0
684,53,033,001900,1400000US53033001900,53033001900,19,CT,1663252,0
685,53,033,002400,1400000US53033002400,53033002400,24,CT,978103,0
686,53,033,002700,1400000US53033002700,53033002700,27,CT,1597299,0
687,53,033,003000,1400000US53033003000,53033003000,30,CT,1493249,0
688,53,033,003200,1400000US53033003200,53033003200,32,CT,2212983,1276803
689,53,033,005600,1400000US53033005600,53033005600,56,CT,3032927,1587292
690,53,033,005801,1400000US53033005801,53033005801,58.01,CT,1814248,264894
691,53,033,005900,1400000US53033005900,53033005900,59,CT,1806154,173889
692,53,033,006200,1400000US53033006200,53033006200,62,CT,2728141,288801
693,53,033,006500,1400000US53033006500,53033006500,65,CT,1147618,0
694,53,033,007000,1400000US53033007000,53033007000,70,CT,805964,0
695,53,033,007200,1400000US53033007200,53033007200,72,CT,1010266,0
696,53,033,007700,1400000US53033007700,53033007700,77,CT,1058324,0
697,53,033,007900,1400000US53033007900,53033007900,79,CT,698477,0
698,53,033,008100,1400000US53033008100,53033008100,81,CT,827795,368877
699,53,033,008500,1400000US53033008500,53033008500,85,CT,474208,0
700,53,033,008600,1400000US53033008600,53033008600,86,CT,711355,0
701,53,033,009100,1400000US53033009100,53033009100,91,CT,418835,0
702,53,033,009300,1400000US53033009300,53033009300,93,CT,9429073,719985
703,53,033,009702,1400000US53033009702,53033009702,97.02,CT,2219067,0
704,53,033,010001,1400000US53033010001,53033010001,100.01,CT,2254022,60359
705,53,033,010100,1400000US53033010100,53033010100,101,CT,2509574,1534926
706,53,033,010500,1400000US53033010500,53033010500,105,CT,1717927,0
707,53,033,010702,1400000US53033010702,53033010702,107.02,CT,784715,0
708,53,033,011101,1400000US53033011101,53033011101,111.01,CT,1150365,0
709,53,033,011200,1400000US53033011200,53033011200,112,CT,2766107,227077
710,53,033,011402,1400000US53033011402,53033011402,114.02,CT,1186185,0
711,53,033,011600,1400000US53033011600,53033011600,116,CT,3109902,971211
712,53,033,011900,1400000US53033011900,53033011900,119,CT,3179413,1320016
713,53,033,012100,1400000US53033012100,53033012100,121,CT,1721296,1399504
714,53,033,020402,1400000US53033020402,53033020402,204.02,CT,2786159,0
715,53,033,020600,1400000US53033020600,53033020600,206,CT,1974729,0
716,53,033,020900,1400000US53033020900,53033020900,209,CT,4773220,631228
717,53,033,021300,1400000US53033021300,53033021300,213,CT,1811832,1189300
718,53,033,021500,1400000US53033021500,53033021500,215,CT,3485592,412526
719,53,033,021700,1400000US53033021700,53033021700,217,CT,5646631,0
720,53,033,021802,1400000US53033021802,53033021802,218.02,CT,4882050,0
721,53,033,021905,1400000US53033021905,53033021905,219.05,CT,2691631,0
722,53,033,022001,1400000US53033022001,53033022001,220.01,CT,4416571,0
723,53,033,022006,1400000US53033022006,53033022006,220.06,CT,1408906,0
724,53,033,022102,1400000US53033022102,53033022102,221.02,CT,4672941,0
725,53,033,022203,1400000US53033022203,53033022203,222.03,CT,3134031,691117
726,53,033,022400,1400000US53033022400,53033022400,224,CT,4621985,3780817
727,53,033,022606,1400000US53033022606,53033022606,226.06,CT,2757461,27137
728,53,033,022802,1400000US53033022802,53033022802,228.02,CT,2655977,0
729,53,033,022803,1400000US53033022803,53033022803,228.03,CT,4772682,0
730,53,033,022902,1400000US53033022902,53033022902,229.02,CT,3461594,1639816
731,53,033,025500,1400000US53033025500,53033025500,255,CT,1525767,0
732,53,033,027200,1400000US53033027200,53033027200,272,CT,3323738,85339
733,53,033,027500,1400000US53033027500,53033027500,275,CT,2229520,0
734,53,033,027702,1400000US53033027702,53033027702,277.02,CT,51484409,23437132
735,53,033,027900,1400000US53033027900,53033027900,279,CT,3355579,156045
736,53,033,028200,1400000US53033028200,53033028200,282,CT,2697144,1028
737,53,033,028402,1400000US53033028402,53033028402,284.02,CT,8492417,0
738,53,033,028600,1400000US53033028600,53033028600,286,CT,6460233,1894370
739,53,033,028901,1400000US53033028901,53033028901,289.01,CT,2285604,425573
740,53,033,028902,1400000US53033028902,53033028902,289.02,CT,2065173,0
741,53,033,029003,1400000US53033029003,53033029003,290.03,CT,2568720,0
742,53,033,029102,1400000US53033029102,53033029102,291.02,CT,2567134,0
743,53,033,029206,1400000US53033029206,53033029206,292.06,CT,17212463,214541
744,53,033,029303,1400000US53033029303,53033029303,293.03,CT,3609516,0
745,53,033,029307,1400000US53033029307,53033029307,293.07,CT,3808774,61752
746,53,033,029408,1400000US53033029408,53033029408,294.08,CT,1238189,0
747,53,033,029504,1400000US53033029504,53033029504,295.04,CT,1883409,0
748,53,033,029602,1400000US53033029602,53033029602,296.02,CT,6659406,50035
749,53,033,029700,1400000US53033029700,53033029700,297,CT,11066175,220437
750,53,033,029902,1400000US53033029902,53033029902,299.02,CT,6301677,0
751,53,033,030003,1400000US53033030003,53033030003,300.03,CT,4719631,846303
752,53,033,030100,1400000US53033030100,53033030100,301,CT,5851590,1972452
753,53,033,030306,1400000US53033030306,53033030306,303.06,CT,3758188,549051
754,53,033,030308,1400000US53033030308,53033030308,303.08,CT,2154064,0
755,53,033,030310,1400000US53033030310,53033030310,303.10,CT,3205495,0
756,53,033,030313,1400000US53033030313,53033030313,303.13,CT,4011901,0
757,53,033,030404,1400000US53033030404,53033030404,304.04,CT,5997696,215746
758,53,033,030501,1400000US53033030501,53033030501,305.01,CT,11347165,43830
759,53,033,030600,1400000US53033030600,53033030600,306,CT,3359687,69757
760,53,033,030901,1400000US53033030901,53033030901,309.01,CT,3121507,0
761,53,033,031100,1400000US53033031100,53033031100,311,CT,7323577,116062
762,53,033,031204,1400000US53033031204,53033031204,312.04,CT,36879890,608833
763,53,033,031205,1400000US53033031205,53033031205,312.05,CT,5852468,41393
764,53,033,031604,1400000US53033031604,53033031604,316.04,CT,4155323,3229
765,53,033,031704,1400000US53033031704,53033031704,317.04,CT,5745027,12142
766,53,033,031800,1400000US53033031800,53033031800,318,CT,24903611,3270268
767,53,033,031904,1400000US53033031904,53033031904,319.04,CT,18942608,168049
768,53,033,031907,1400000US53033031907,53033031907,319.07,CT,5531333,0
769,53,063,001300,1400000US53063001300,53063001300,13,CT,1577450,0
770,53,063,001600,1400000US53063001600,53063001600,16,CT,2102595,0
771,53,063,001900,1400000US53063001900,53063001900,19,CT,1684239,0
772,53,063,002300,1400000US53063002300,53063002300,23,CT,2519306,224703
773,53,063,002500,1400000US53063002500,53063002500,25,CT,3145964,124396
